City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,mount hagen,-5.8581,144.2274,22.42,56,40,4.12,PG,1681698950
368,reggane,26.7158,0.1714,24.92,15,0,6.6,DZ,1681698950
369,vila velha,-20.3297,-40.2925,22.75,89,40,1.03,BR,1681698950
370,la rinconada,37.4873,-5.9826,15.74,57,0,1.79,ES,1681698951
371,ercsi,47.2519,18.8962,12.53,78,100,3.59,HU,1681698951
372,weno,7.4515,151.8468,28.45,76,27,6.87,FM,1681698951
373,gaspe,48.8334,-64.4819,2.12,64,75,1.03,CA,1681698951
374,nahrin,36.0649,69.1334,14.79,56,100,1.88,AF,1681698951
375,lorengau,-2.0226,147.2712,28.25,73,100,3.13,PG,1681698952
376,benguela,-12.5763,13.4055,25.28,84,96,1.46,AO,1681698952
377,les anglais,18.3054,-74.2197,24.68,85,5,1.61,HT,1681698952
378,zalingei,12.9096,23.4741,25.62,18,99,1.09,SD,1681698952
379,taoudenni,22.6783,-3.9836,27.91,8,0,3.15,ML,1681698953
380,santa ana,33.7456,-117.8678,18.61,80,75,4.12,US,1681698953
381,keflavik,64.0049,-22.5624,8.95,100,100,5.66,IS,1681698953
382,tsiombe,-25.3,45.4833,18.55,74,51,2.39,MG,1681698954
383,le perray-en-yvelines,48.6944,1.8564,6.42,90,0,3.09,FR,1681698954
384,san carlos de bariloche,-41.1456,-71.3082,5.86,56,20,6.69,AR,1681698954
385,turtas,58.9417,69.1325,-10.34,54,6,4.85,RU,1681698733
386,kawambwa,-9.7915,29.0791,16.47,87,93,3.6,ZM,1681698955
387,mar del plata,-38.0023,-57.5575,10.53,80,0,0.89,AR,1681698955
388,port hedland,-20.3167,118.5667,28.03,23,10,8.75,AU,1681698956
389,lensk,60.7253,114.9278,-5.02,56,48,5.43,RU,1681698791
390,saltillo,25.4167,-101.0,15.68,62,40,4.12,MX,1681698791
391,santo antonio do ica,-3.1022,-67.9397,23.06,99,100,1.33,BR,1681698957
392,cochin,9.9399,76.2602,31.68,77,22,0.96,IN,1681698885
393,ketchikan,55.3422,-131.6461,6.26,81,100,6.69,US,1681698934
394,neryungri,56.6709,124.6491,-6.06,92,100,4.61,RU,1681698958
395,labasa,-16.4167,179.3833,27.35,82,97,0.93,FJ,1681698958
396,udachny,66.4167,112.4,-3.64,79,100,4.49,RU,1681698958
397,hithadhoo,-0.6,73.0833,28.75,66,35,1.05,MV,1681698959
398,luau,-10.7073,22.2247,17.75,98,100,4.92,AO,1681698959
399,fortaleza,-3.7227,-38.5247,26.07,94,75,1.03,BR,1681698300
400,douglas,41.3,-96.167,9.61,31,0,6.17,US,1681698960
401,boda,4.3189,17.4695,20.76,96,100,0.69,CF,1681698960
402,achinsk,56.2694,90.4993,-2.23,67,92,5.42,RU,1681698961
403,tonekabon,36.8163,50.8738,9.97,94,100,2.89,IR,1681698961
404,santa terezinha,-29.9002,-50.0904,20.27,93,91,3.48,BR,1681698962
405,kudahuvadhoo,2.6708,72.8944,28.16,71,50,1.08,MV,1681698962
406,vadso,70.0744,29.7487,0.49,69,75,1.54,NO,1681698962
407,puerto carreno,6.189,-67.4859,26.91,74,99,2.7,CO,1681698963
408,salalah,17.0151,54.0924,28.05,78,40,1.03,OM,1681698963
409,khabarovsk,48.4808,135.0928,4.89,48,20,7.15,RU,1681698806
410,gizo,-8.103,156.8419,28.56,59,16,2.47,SB,1681698964
411,tongchuanshi,35.0806,109.0897,23.29,44,95,2.03,CN,1681698964
412,namibe,-15.1961,12.1522,24.06,80,27,1.57,AO,1681698965
413,freetown,8.484,-13.2299,26.38,87,53,2.63,SL,1681698966
414,bulanash,57.2783,61.9965,-1.2,70,99,3.8,RU,1681698966
415,mumford,5.2618,-0.759,27.45,80,93,4.43,GH,1681698967
416,ban ao nang,8.0458,98.8103,32.81,65,100,2.65,TH,1681698967
417,toliara,-23.35,43.6667,20.71,74,0,5.67,MG,1681698968
418,praia da vitoria,38.7333,-27.0667,15.42,82,0,2.89,PT,1681698968
419,cukai,4.25,103.4167,28.97,65,100,1.03,MY,1681698968
420,northam,51.0333,-4.2167,10.9,94,80,1.68,GB,1681698969
421,darwin,-12.4611,130.8418,27.72,64,0,5.66,AU,1681698969
422,arapiraca,-9.7525,-36.6611,21.96,95,29,2.09,BR,1681698948
423,funafuti,-8.5243,179.1942,32.0,89,75,2.57,TV,1681698969
424,vilyuysk,63.7553,121.6247,0.42,100,100,2.19,RU,1681698970
425,paita,-5.0892,-81.1144,26.1,79,100,2.14,PE,1681698971
426,richards bay,-28.783,32.0377,16.29,90,0,3.39,ZA,1681698971
427,flying fish cove,-10.4217,105.6791,26.82,77,57,7.08,CX,1681698971
428,chernyshkovskiy,48.4219,42.2308,3.35,63,28,3.57,RU,1681698972
429,usogorsk,63.4106,48.6872,-4.38,97,96,1.94,RU,1681698973
430,ixtapa,20.7,-105.2,24.57,83,0,2.57,MX,1681698973
431,callao,-12.0667,-77.15,25.95,73,100,6.69,PE,1681698975
432,berdigestyakh,62.0989,126.6992,1.04,100,100,2.86,RU,1681698791
433,ko lanta,7.5336,99.0865,29.04,66,66,2.84,TH,1681698975
434,prieska,-29.6641,22.7474,14.24,37,0,1.2,ZA,1681698976
435,salinas,36.6777,-121.6555,15.16,75,0,5.14,US,1681698736
436,cannonvale,-20.2833,148.7,27.66,63,95,4.19,AU,1681698976
437,lazaro cardenas,17.9583,-102.2,26.69,70,97,1.74,MX,1681698977
438,liwale,-9.7667,37.9333,19.78,98,86,2.8,TZ,1681698977
439,sungai penuh,-2.0833,101.3833,25.67,61,98,1.46,ID,1681698979
440,sao joao da barra,-21.6403,-41.0511,22.93,86,0,1.86,BR,1681698979
441,port-vila,-17.7338,168.3219,29.78,66,75,3.6,VU,1681698980
442,macheng,31.1783,115.0319,30.59,41,5,6.59,CN,1681698980
443,zouerate,22.7187,-12.4521,22.17,36,0,4.18,MR,1681698981
444,crookston,47.7741,-96.6081,3.95,66,0,5.72,US,1681698981
445,puerto baquerizo moreno,-0.9,-89.6,26.88,75,100,1.37,EC,1681698981
446,weligama,5.9667,80.4167,28.94,69,5,0.53,LK,1681698982
447,mizque,-17.941,-65.3402,15.35,89,17,1.3,BO,1681698982
448,indramayu,-6.3264,108.32,28.37,72,36,0.38,ID,1681698983
449,muisne,0.6,-80.0333,23.91,89,100,1.28,EC,1681698983
450,tobol'sk,58.2,68.2667,-8.8,44,0,5.78,RU,1681698938
451,anahuac,27.2333,-100.15,22.38,34,0,7.7,MX,1681698984
452,ongjin,37.9347,125.3619,12.76,51,98,4.9,KP,1681698985
453,arraial do cabo,-22.9661,-42.0278,23.95,82,11,4.11,BR,1681698731
454,luumaki,60.9262,27.5814,-1.97,93,32,1.61,FI,1681698985
455,necochea,-38.5473,-58.7368,9.12,77,44,4.55,AR,1681698986
456,lethem,3.3803,-59.7968,24.91,85,91,3.2,GY,1681698986
457,cabo san lucas,22.8909,-109.9124,25.17,60,0,1.03,MX,1681698751
458,happy valley-goose bay,53.3168,-60.3315,-2.83,68,20,2.57,CA,1681698987
459,martapura,-3.4167,114.85,30.05,74,40,2.57,ID,1681698987
460,stonehaven,56.9637,-2.2118,9.27,97,100,2.94,GB,1681698987
461,marathon,44.9,-89.7668,-0.16,96,100,6.69,US,1681698988
462,vodnyy,63.5046,53.4095,-4.74,95,98,2.3,RU,1681698989
463,hobyo,5.3505,48.5268,27.83,76,28,3.59,SO,1681698989
464,bam,29.106,58.357,21.38,29,44,4.23,IR,1681698990
465,sakakah,29.9697,40.2064,19.76,37,100,3.65,SA,1681698990
466,arys,42.4252,68.795,9.1,39,98,6.31,KZ,1681698990
467,porto novo,6.4965,2.6036,28.9,82,87,2.16,BJ,1681698991
468,magadan,59.5667,150.8,-0.44,80,69,1.81,RU,1681698991
469,bamboo flat,11.7,92.7167,30.48,58,100,1.9,IN,1681698991
470,tralee,52.2704,-9.7026,11.38,96,99,2.31,IE,1681698992
471,giado,31.9582,12.0203,9.77,58,0,2.03,LY,1681698992
472,saudarkrokur,65.7461,-19.6394,8.17,82,100,5.16,IS,1681698992
473,ambon,-3.6954,128.1814,31.08,70,40,2.57,ID,1681698993
474,sao cristovao,-11.0147,-37.2064,27.95,78,40,3.6,BR,1681698993
475,tataouine,32.9297,10.4518,12.98,60,0,2.4,TN,1681698994
476,lautoka,-17.6167,177.4667,29.92,70,75,5.14,FJ,1681698994
477,loiza,18.4313,-65.8802,26.15,82,40,4.63,PR,1681698995
478,nuuk,64.1835,-51.7216,-1.66,93,20,6.71,GL,1681698995
479,alo,7.4178,6.7371,26.68,78,100,2.48,NG,1681698995
480,rikaze,29.25,88.8833,9.29,33,0,0.51,CN,1681698996
481,moanda,-1.5575,13.2178,20.85,98,100,0.56,GA,1681698996
482,diawara,15.022,-12.5437,32.42,25,11,4.31,SN,1681698996
483,touros,-5.1989,-35.4608,25.54,89,99,3.65,BR,1681698997
484,ciudad lazaro cardenas,17.9583,-102.2,26.69,70,97,1.74,MX,1681698998
485,san julian,21.0167,-102.1667,16.66,54,40,6.27,MX,1681698998
486,wellington,-41.2866,174.7756,20.03,62,100,5.14,NZ,1681698746
487,isiro,2.7739,27.616,18.84,99,90,1.04,CD,1681698998
488,tuy hoa,13.0833,109.3,31.07,63,100,2.81,VN,1681698999
489,garhiyasin,27.9069,68.511,33.24,23,99,2.67,PK,1681698999
490,alofi,-19.0595,-169.9187,23.94,88,100,5.66,NU,1681699000
491,joao pessoa,-7.115,-34.8631,23.13,100,100,3.09,BR,1681699000
492,muncar,-8.4333,114.3333,29.25,71,32,1.07,ID,1681699000
493,labytnangi,66.6572,66.4183,-16.94,85,27,1.21,RU,1681699001
494,as sars,36.0764,9.0212,10.79,90,61,4.56,TN,1681699001
495,virrat,62.2476,23.78,-2.59,99,100,1.06,FI,1681699001
496,turpan,42.9333,89.1667,23.19,24,38,4.2,CN,1681699002
497,novyy urengoy,66.0833,76.6333,-20.03,97,99,5.34,RU,1681699002
498,rongelap,11.1635,166.8941,26.64,75,96,9.31,MH,1681699002
499,shizunai-furukawacho,42.3339,142.3669,4.87,69,100,10.58,JP,1681699003
500,belyy yar,53.6039,91.3903,-3.06,59,0,3.0,RU,1681699003
501,yeosu,34.7546,127.6599,14.53,45,2,2.46,KR,1681699003
502,seshcha,53.7361,33.3387,5.98,78,100,2.44,RU,1681699004
503,caxito,-8.5785,13.6643,23.88,93,100,0.92,AO,1681699004
504,buka,40.8108,69.1986,14.04,48,100,2.98,UZ,1681699004
505,faya-largeau,17.9257,19.1043,26.6,9,10,5.49,TD,1681699005
506,ghat,24.9647,10.1728,22.48,39,47,0.94,LY,1681699005
507,las terrenas,19.311,-69.5428,24.05,82,93,4.1,DO,1681699005
508,idri,27.5,13.2667,18.37,29,19,5.02,LY,1681699006
509,paya,18.25,-70.3,24.03,83,20,5.39,DO,1681699006
510,lagonegro,40.1283,15.7615,5.15,88,100,1.52,IT,1681699006
511,gisborne,-38.6533,178.0042,17.82,70,99,4.65,NZ,1681698754
512,coahuayana de hidalgo,18.7,-103.6583,23.31,90,0,1.17,MX,1681699007
513,ust'-ilimsk,58.0006,102.6619,-2.48,65,92,3.06,RU,1681698965
514,dunda,-8.1167,34.25,16.35,96,31,0.8,TZ,1681699007
515,guapore,-28.8456,-51.8903,18.73,99,97,0.63,BR,1681698952
516,carbonear,47.7332,-53.2148,0.23,87,97,1.3,CA,1681699008
517,spring creek,40.7266,-115.5859,16.83,39,87,2.22,US,1681699008
518,vaux-le-penil,48.528,2.6917,7.06,91,20,2.95,FR,1681699009
519,cide,41.8921,33.0044,12.62,83,63,3.04,TR,1681699009
520,timbuktu,16.7735,-3.0074,25.8,8,0,3.83,ML,1681699010
521,saint-leu,-21.15,55.2833,23.48,93,28,1.66,RE,1681699010
522,mountain home,43.133,-115.6912,19.71,14,0,6.17,US,1681698874
523,umm kaddadah,13.6017,26.6876,25.27,12,100,4.74,SD,1681699011
524,punta del este,-34.9667,-54.95,16.04,80,75,2.24,UY,1681699011
525,sint michiel liber,12.15,-68.9833,25.9,78,20,5.14,CW,1681699012
526,kaseda-shirakame,31.4167,130.3167,17.25,54,1,2.9,JP,1681699012
527,barah,13.7,30.3667,25.2,13,42,4.35,SD,1681699012
528,urangan,-25.3,152.9,25.46,64,75,2.84,AU,1681699012
529,asbe teferi,9.0833,40.8667,15.57,83,28,2.39,ET,1681699013
530,talakan,50.3167,130.3667,11.24,30,9,1.45,RU,1681699013
531,boa vista,2.8197,-60.6733,23.99,94,75,1.03,BR,1681698853
532,cadale,2.7603,46.3222,28.21,69,75,3.53,SO,1681699013
533,devils lake,48.1128,-98.8651,4.06,71,0,2.57,US,1681699014
534,venado,22.9333,-101.0833,16.19,76,24,7.87,MX,1681699014
535,glendive,47.1053,-104.7125,11.79,35,0,4.12,US,1681699014
536,dryden,49.7833,-92.7503,-3.84,93,100,4.12,CA,1681699014
537,whangarei,-35.7317,174.3239,19.54,75,2,5.3,NZ,1681699014
538,kapit,2.0167,112.9333,33.44,49,53,0.26,MY,1681699015
539,kutum,14.2,24.6667,22.14,15,58,2.95,SD,1681699015
540,birao,10.2849,22.7882,26.33,36,99,2.01,CF,1681699015
541,galliano,29.4422,-90.2992,18.0,59,0,2.57,US,1681699016
542,prince george,53.9166,-122.753,7.69,82,100,9.26,CA,1681699016
543,dwarka,22.2394,68.9678,27.33,73,0,3.33,IN,1681699016
544,saint-philippe,-21.3585,55.7679,23.77,81,51,3.89,RE,1681699016
545,farmville,37.3021,-78.3919,19.22,88,0,1.54,US,1681699016
546,kingston,17.997,-76.7936,27.53,81,20,5.14,JM,1681698952
547,prince rupert,54.3161,-130.3201,6.05,66,0,11.32,CA,1681699017
548,leh,34.1667,77.5833,1.75,74,66,1.93,IN,1681699017
549,mata-utu,-13.2816,-176.1745,28.4,70,97,2.0,WF,1681699017
550,sao jose da coroa grande,-8.8978,-35.1478,25.9,86,36,2.15,BR,1681699018
551,rabigh,22.7986,39.0349,26.27,64,11,1.85,SA,1681699018
552,pandan,14.0453,124.1694,29.26,73,74,1.83,PH,1681699018
553,mahibadhoo,3.7833,72.9667,28.37,69,50,0.37,MV,1681699019
554,pariaman,-0.619,100.12,28.03,67,90,1.26,ID,1681699019
